"number","project","owner","reviewer","date","message"
"121092","platform/system/vold","Elliott Hughes","Elliott Hughes","2014-12-29 22:10:49.632000000","Patch Set 1: Code-Review+2 Verified+1

TBR build fix. (i forgot to upload this one with all the others.)"
"121092","platform/system/vold","Elliott Hughes","Dan Albert","2014-12-30 00:24:02.328000000","Patch Set 1:

lgtm"
"121152","platform/system/vold","Yabin Cui","Deckard Autoverifier","2015-01-03 02:53:25.903000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): ksumrall@android.com

Everything merges and builds.  Congratulations!"
"121152","platform/system/vold","Yabin Cui","Elliott Hughes","2015-01-05 23:17:02.108000000","Patch Set 1:

(2 comments)"
"121152","platform/system/vold","Yabin Cui","Yabin Cui","2015-01-06 04:24:25.043000000","Patch Set 1:

(2 comments)"
"121152","platform/system/vold","Yabin Cui","Elliott Hughes","2015-01-06 05:36:16.482000000","Patch Set 1:

(2 comments)"
"121152","platform/system/vold","Yabin Cui","Yabin Cui","2015-01-06 17:56:13.178000000","Patch Set 1:

(1 comment)"
"121152","platform/system/vold","Yabin Cui","Elliott Hughes","2015-01-06 18:05:34.120000000","Patch Set 2: Code-Review+2"
"121152","platform/system/vold","Yabin Cui","Yabin Cui","2015-01-06 18:06:05.516000000","Patch Set 2: Verified+1"
"121280","platform/frameworks/av","Soon-won Choi","Soon-won Choi","2015-01-05 07:58:09.698000000","Patch Set 2: Published edit on patch set 1"
"121280","platform/frameworks/av","Soon-won Choi","Eric Laurent","2015-01-05 19:53:12.338000000","Patch Set 2: Code-Review+2 Verified+1"
"121320","platform/frameworks/av","Narayan Kamath","Neil Fuller","2015-01-05 15:28:32.519000000","Patch Set 1: Code-Review+2"
"121320","platform/frameworks/av","Narayan Kamath","Elliott Hughes","2015-01-05 16:06:51.209000000","Patch Set 1: Code-Review+2

(2 comments)"
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:08:18.840000000","Patch Set 1:

re: the other unused includes. most of this removal was scripted. I looked at things manually only where something went wrong. makes sense to get rid of them, now that you've pointed it out :)"
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:31:19.482000000","Patch Set 2:

turns out the netd/ includes are still necessary. there's ``NetdClient.h`` which exposes fwmark functionality that looks like a legitimate platform (not public) API."
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:31:31.255000000","Patch Set 2: Code-Review+2 Verified+1"
"121320","platform/frameworks/av","Narayan Kamath","Elliott Hughes","2015-01-05 16:48:33.089000000","Patch Set 2:

> turns out the netd/ includes are still necessary. there's
 > ``NetdClient.h`` which exposes fwmark functionality that looks like a
 > legitimate platform (not public) API.

i didn't realize stagefright still did its own HTTP. looks like their HTTP code is the only user of the fwmark stuff."
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:51:15.966000000","Patch Set 2:

they don't do their own http. this particular piece of code is for marking rtsp sockets."
"121320","platform/frameworks/av","Narayan Kamath","Elliott Hughes","2015-01-05 17:07:15.370000000","Patch Set 2:

> they don't do their own http. this particular piece of code is for
 > marking rtsp sockets.

ah, i just assumed from ``HTTPBase`` :-)"
"12175","platform/system/vold","san","san","2009-10-11 01:00:43.045000000","Patch Set 1: Verified; No score

"
"12175","platform/system/vold","san","san","2009-10-11 21:50:11.758000000","Patch Set 1: Looks good to me, approved

"
"12180","platform/system/vold","san","san","2009-10-12 22:08:42.949000000","Patch Set 1: Verified; Looks good to me, approved

"
"12181","platform/system/vold","san","san","2009-10-12 22:08:54.683000000","Patch Set 1: Verified; Looks good to me, approved

"
"12182","platform/system/vold","san","san","2009-10-12 22:09:08.051000000","Patch Set 1: Verified; Looks good to me, approved

"
"12183","platform/system/vold","san","san","2009-10-12 22:09:29.630000000","Patch Set 1: Verified; Looks good to me, approved

"
"12186","platform/system/vold","san","san","2009-10-12 23:31:13.619000000","Patch Set 1: Verified; Looks good to me, approved

"
"122374","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-09 07:37:15.539000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"122374","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-13 23:19:16.557000000","Patch Set 1: Code-Review+2"
"122381","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-08 21:38:33.885000000","Patch Set 1: Verified+1 Code-Review+2"
"12270","platform/system/vold","san","san","2009-10-21 18:20:09.072000000","Patch Set 1: Verified; Looks good to me, approved

"
"123450","platform/frameworks/av","Soon-won Choi","Deckard Autoverifier","2015-01-15 10:56:58.253000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"123450","platform/frameworks/av","Soon-won Choi","Eric Laurent","2015-01-15 17:32:49.859000000","Patch Set 1: Code-Review-2

Inserting a delay when changing the audio route is a critical functionality.
We need to find another solution."
"123450","platform/frameworks/av","Soon-won Choi","Soon-won Choi","2015-01-16 00:43:59.164000000","Patch Set 2:

This means you make to change from non-blocking to blocking for changing to audio route with delay. I think this causes unpredictable timing or deadlock issues. Anyway, we need to verify this for a while."
"123450","platform/frameworks/av","Soon-won Choi","Eric Laurent","2015-01-16 01:11:23.425000000","Patch Set 2:

What kind of deadlock do you have in mind. Can you be more specific?
There should not be timing issues. The immediate return is more needed for delayed volume commands than routing commands."
"123450","platform/frameworks/av","Soon-won Choi","Soon-won Choi","2015-01-16 04:38:19.337000000","Patch Set 2: Code-Review+1

I agree with you. Simply I assume that there are 2 routing commend. One have delay and the other have no delay. Originally, 2 routing commend are processed in order of delay. But, After applying this, these will be processed in order of FIFO. Overall, routing commend without delay will be blocked for a while. Of course, this is my own concern theoretically and no hard data. Plus, this is better solution than me. Therefore I will try to test for a couple of days and report if something happens."
"123450","platform/frameworks/av","Soon-won Choi","Minwoo Kim","2015-01-19 00:53:40.342000000","Patch Set 2: Code-Review+1

Patch 2 seems reasonable.
Could we regard the patch as public one and use it?"
"123450","platform/frameworks/av","Soon-won Choi","Bill Yi","2015-03-10 22:15:06.864000000","Change has been successfully pushed."
"123526","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-15 22:15:58.643000000","Patch Set 1: Verified+1 Code-Review+2"
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Elliott Hughes","2015-01-16 16:21:25.010000000","Patch Set 1: Code-Review+2"
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Deckard Autoverifier","2015-01-16 18:55:00.291000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges but does not build in AOSP.
The following snippet of `make` output may point you in the right direction:

  find: `phone/java': No such file or directory
find: `phone/java': No such file or directory
find: `dummy': No such file or directory
frameworks/opt/telephony/src/java/com/android/internal/telephony/MccTable.java:267: error: ';' expected
        final String persistedLocale = SystemProperties.get(``persist.sys.locale``, ````)
                                                                                     ^
1 error
make: *** [out/target/common/obj/JAVA_LIBRARIES/telephony-common_intermediates/classes-full-debug.jar] Error 41



If your patchset has a dependency in a separate project, please ensure that
both changes are uploaded with the same Change-Id."
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-16 18:59:49.491000000","Patch Set 2: Verified+1

PS2 fixes the embarassing error from PS1. I'd messed up my branch management and not uploaded all my changes."
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Elliott Hughes","2015-01-16 19:39:33.479000000","Patch Set 2: Code-Review+2"
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Robert Greenwalt","2015-01-16 19:45:49.706000000","Patch Set 2:

(1 comment)"
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-16 19:47:12.635000000","Patch Set 2:

(1 comment)"
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Robert Greenwalt","2015-01-16 22:52:42.903000000","Patch Set 2: Code-Review+2"
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Robert Greenwalt","2015-01-16 22:53:45.840000000","Patch Set 2:

(1 comment)"
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-22 14:01:34.258000000","Uploaded patch set 3: Commit message was updated."
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-22 14:04:34.756000000","Patch Set 3: Code-Review+2 Verified+1

PS3 updates commit message."
"124052","platform/frameworks/av","Eric Laurent","Eric Laurent","2015-01-20 22:40:19.415000000","Patch Set 1: Code-Review+2 Verified+1"
"124333","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-22 20:54:57.516000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"124333","platform/frameworks/av","Marco Nelissen","Lajos Molnar","2015-06-03 21:28:31.715000000","Patch Set 1: Code-Review+2"
"124477","platform/system/vold","Adam Langley","Kenny Root","2015-01-23 00:51:25.063000000","Patch Set 1: Code-Review+2"
"124477","platform/system/vold","Adam Langley","Kenny Root","2015-01-23 01:05:44.754000000","Patch Set 1: Verified+1"
"124492","platform/frameworks/av","Adam Langley","Deckard Autoverifier","2015-01-25 00:11:34.750000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"124492","platform/frameworks/av","Adam Langley","Kenny Root","2015-01-26 18:51:59.870000000","Patch Set 1: Code-Review+2"
"124841","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-26 21:02:33.252000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset does not merge in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Reviewers, only accept this change if you know that you will be able to merge
and build in the internal tree.  If you verify +1, Deckard will remove the
verify -1 shortly thereafter.)"
"124841","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-26 21:39:38.815000000","Patch Set 1: Verified+1

Will merge manually to internal"
"124841","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-26 21:39:52.707000000","Patch Set 1: -Verified"
"124841","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-27 17:49:14.271000000","Patch Set 1: Code-Review+2"
"125842","platform/system/vold","Elliott Hughes","Dimitry Ivanov","2015-01-28 19:58:26.697000000","Patch Set 1: Code-Review+2"
"125842","platform/system/vold","Elliott Hughes","Christopher Ferris","2015-01-28 20:03:49.916000000","Patch Set 1: Code-Review+2"
"125842","platform/system/vold","Elliott Hughes","Elliott Hughes","2015-01-28 20:04:00.009000000","Patch Set 1: Verified+1"
"125853","platform/system/vold","Paul Lawrence","Elliott Hughes","2015-01-28 19:46:46.978000000","Patch Set 1: Code-Review+2

(1 comment)"
"125853","platform/system/vold","Paul Lawrence","Paul Lawrence","2015-01-28 21:14:18.055000000","Patch Set 1: Verified+1"
"125857","platform/frameworks/opt/net/wifi","Elliott Hughes","Christopher Ferris","2015-01-28 20:38:46.112000000","Patch Set 1: Code-Review+2"
"125857","platform/frameworks/opt/net/wifi","Elliott Hughes","Robert Greenwalt","2015-01-28 20:56:51.312000000","Patch Set 1: Code-Review+2"
"125857","platform/frameworks/opt/net/wifi","Elliott Hughes","Elliott Hughes","2015-01-28 22:45:54.263000000","Patch Set 1: Verified+1"
"127177","platform/frameworks/av","Elliott Hughes","Christopher Ferris","2015-01-29 01:35:40.052000000","Patch Set 1: Code-Review+2

(1 comment)"
"127177","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2015-01-29 01:37:18.314000000","Patch Set 2: Code-Review+2 Verified+1

ps2 addresses review comment."
"127361","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-29 19:19:45.028000000","Patch Set 1: Code-Review+2 Verified+1"
"127572","platform/frameworks/av","Elliott Hughes","Dan Albert","2015-01-30 06:50:11.974000000","Patch Set 1: Code-Review+2"
"127572","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2015-01-30 06:51:39.104000000","Patch Set 1: Verified+1"
"127602","platform/packages/apps/Settings","Stephan Huber","Natalie Silvanovich","2015-01-30 17:33:09.388000000","Patch Set 1: Code-Review+1"
"127602","platform/packages/apps/Settings","Stephan Huber","Deckard Autoverifier","2015-02-01 21:04:16.166000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): yamasani@google.com

Everything merges and builds.  Congratulations!"
"127602","platform/packages/apps/Settings","Stephan Huber","Amith Yamasani","2015-02-03 21:22:58.695000000","Patch Set 1: Code-Review+2"
"127605","platform/frameworks/av","Zoran Jovanovic","Lajos Molnar","2015-01-30 16:43:52.563000000","Patch Set 1:

Thank you for this patch!  We have fixed this in our internal tree, but will see if this CL contains some parts we missed."
"127605","platform/frameworks/av","Zoran Jovanovic","Deckard Autoverifier","2015-01-31 15:17:42.118000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset does not merge in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Reviewers, only accept this change if you know that you will be able to merge
and build in the internal tree.  If you verify +1, Deckard will remove the
verify -1 shortly thereafter.)"
"127605","platform/frameworks/av","Zoran Jovanovic","Zoran Jovanovic","2015-02-02 14:08:45.820000000","Patch Set 1:

Thanks. Let us know if there's anything we should do."
"127605","platform/frameworks/av","Zoran Jovanovic","Zoran Jovanovic","2015-02-12 16:57:33.087000000","Topic set to hls"
"127605","platform/frameworks/av","Zoran Jovanovic","Bill Yi","2015-03-10 22:15:04.541000000","Change has been successfully pushed."
"128234","platform/frameworks/av","John Lin","Deckard Autoverifier","2015-02-03 11:44:20.312000000","Patch Set 2: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"128234","platform/frameworks/av","John Lin","Eino-Ville Talvala","2015-02-03 18:21:39.796000000","Patch Set 2: Code-Review+2

Thanks for cleaning this up!
Out of curiosity, can you tell me what you're using this interface for?"
"128234","platform/frameworks/av","John Lin","John Lin","2015-02-04 02:46:48.192000000","Patch Set 2:

> Thanks for cleaning this up!
 > Out of curiosity, can you tell me what you're using this interface
 > for?

 Not actually working on Android, to be honest. :)
 I'm a Firefox OS engineer and trying to implement getUserMedia() with camera2 API."
"128234","platform/frameworks/av","John Lin","Eino-Ville Talvala","2015-02-04 19:04:27.174000000","Patch Set 2:

> > Thanks for cleaning this up!
 > > Out of curiosity, can you tell me what you're using this
 > interface
 > > for?
 > 
 > Not actually working on Android, to be honest. :)
 > I'm a Firefox OS engineer and trying to implement getUserMedia()
 > with camera2 API.

Yes, I figured given your address, and since you control the whole OS stack for Firefox OS, I'll only mildly warn you that (as you can clearly tell) the native client-side interface here is wholly untested.  The public Java API talks directly through Binder with the camera service, so only the service-side native binder interface is used today.

This binder layer is also likely to change in the future, as there's some overdue cleanup due for the camera2 API guts.  But that may not happen all that soon. But this is considered an entirely internal interface, so no guarantees about it staying as it is."
"128234","platform/frameworks/av","John Lin","John Lin","2015-02-05 03:04:17.539000000","Patch Set 2:

> > > Thanks for cleaning this up!
 > > > Out of curiosity, can you tell me what you're using this
 > > interface
 > > > for?
 > >
 > > Not actually working on Android, to be honest. :)
 > > I'm a Firefox OS engineer and trying to implement getUserMedia()
 > > with camera2 API.
 > 
 > Yes, I figured given your address, and since you control the whole
 > OS stack for Firefox OS, I'll only mildly warn you that (as you can
 > clearly tell) the native client-side interface here is wholly
 > untested.  The public Java API talks directly through Binder with
 > the camera service, so only the service-side native binder
 > interface is used today.
 > 
 > This binder layer is also likely to change in the future, as
 > there's some overdue cleanup due for the camera2 API guts.  But
 > that may not happen all that soon. But this is considered an
 > entirely internal interface, so no guarantees about it staying as
 > it is.

 Thanks for the heads up. :)"
"128780","platform/packages/apps/Settings","Alex Klyubin","Deckard Autoverifier","2015-02-04 21:48:38.461000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges but does not build in AOSP.
The following snippet of `make` output may point you in the right direction:

  find: `dummy': No such file or directory
packages/apps/Settings/src/com/android/settings/search/Index.java:451: error: cannot find symbol
            return ((packInfo.applicationInfo.privateFlags
                                             ^
  symbol:   variable privateFlags
  location: variable applicationInfo of type ApplicationInfo
packages/apps/Settings/src/com/android/settings/search/Index.java:452: error: cannot find symbol
                & ApplicationInfo.PRIVATE_FLAG_PRIVILEGED) != 0);
                                 ^
...


If your patchset has a dependency in a separate project, please ensure that
both changes are uploaded with the same Change-Id."
"128780","platform/packages/apps/Settings","Alex Klyubin","Narayan Kamath","2015-02-05 10:49:43.686000000","Patch Set 1: Code-Review+2

(same comment about the commit message)"
"128780","platform/packages/apps/Settings","Alex Klyubin","Alex Klyubin","2015-02-11 18:18:02.027000000","Uploaded patch set 2: Commit message was updated."
"128780","platform/packages/apps/Settings","Alex Klyubin","Dianne Hackborn","2015-02-11 18:23:31.763000000","Patch Set 2: Code-Review+2"
"128780","platform/packages/apps/Settings","Alex Klyubin","Alex Klyubin","2015-02-11 18:54:19.226000000","Patch Set 2: Verified+1"
"128780","platform/packages/apps/Settings","Alex Klyubin","Jeff Sharkey","2015-02-11 19:26:39.188000000","Patch Set 3: Code-Review+2 Verified+1"
"128822","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2015-02-04 19:59:04.026000000","Patch Set 1: Verified+1

fixes N9 boot."
"128822","platform/frameworks/av","Elliott Hughes","Narayan Kamath","2015-02-04 20:03:24.680000000","Patch Set 1: Code-Review+2"
"129111","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 17:08:32.222000000","Patch Set 1: Code-Review+2 Verified+1"
"129141","platform/system/vold","Henrik Baard","Deckard Autoverifier","2015-02-05 20:09:03.103000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): ksumrall@android.com

Everything merges and builds.  Congratulations!"
"129141","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 20:10:20.971000000","Patch Set 1:

(1 comment)"
"129141","platform/system/vold","Henrik Baard","Henrik Baard","2015-02-06 06:51:58.493000000","Patch Set 1:

(1 comment)"
"129141","platform/system/vold","Henrik Baard","Henrik Baard","2015-02-06 08:31:36.384000000","Patch Set 2:

Created a new commit for the rest of the changes from
strncpy -> strlcpy

 https://android-review.googlesource.com/#/c/129430/"
"129141","platform/system/vold","Henrik Baard","Deckard Autoverifier","2015-02-06 12:52:30.875000000","Patch Set 2: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): ksumrall@android.com

Everything merges and builds.  Congratulations!"
"129141","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-07 07:29:41.257000000","Patch Set 2: Code-Review+2"
"129141","platform/system/vold","Henrik Baard","Nick Kralevich","2015-02-08 15:16:54.732000000","Patch Set 2:

Are you able to trigger this in practice? Or is this just defense in depth?

Even with the change to strlcpy, we still have a problem with silent truncation. Is truncation a problem here? Do we need to make some assertions on the size of the string?"
"129141","platform/system/vold","Henrik Baard","Henrik Baard","2015-02-16 14:35:16.344000000","Patch Set 2:

This is just a part of checking the code for overwrites etc. We have never seen this in the wild."
"129151","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 17:36:00.360000000","Patch Set 1: Code-Review+2 Verified+1"
"129151","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 17:38:43.384000000","Patch Set 1:

(i checked and didn't see any similar errors in this file. we really ought to implement _FILE_OFFSET_BITS, though, even if we can't fix all functions for ABI reasons. a 95% solution would be better than nothing, as long as it actually errors out at compile time for the 5%.)"
"129430","platform/system/vold","Henrik Baard","Deckard Autoverifier","2015-02-06 17:33:55.409000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): ksumrall@android.com

Everything merges and builds.  Congratulations!"
"129430","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-07 07:28:03.580000000","Patch Set 1: Code-Review+2"
"129580","platform/system/vold","Nick Kralevich","Elliott Hughes","2015-02-06 17:09:12.740000000","Patch Set 1: Code-Review+2"
"129580","platform/system/vold","Nick Kralevich","Nick Kralevich","2015-02-06 17:10:58.672000000","Patch Set 1: Verified+1"
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Vinit Deshpande","2015-02-20 20:09:04.208000000","Patch Set 1: Code-Review-1

(1 comment)

One question - about the BSSID; may be we should leave it as is for now."
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","HonoreX Tricot","2015-02-23 09:33:07.034000000","Patch Set 1:

(1 comment)"
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","HonoreX Tricot","2015-02-26 13:50:21.272000000","Patch Set 2: Code-Review+1"
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Jean-michel Bachot","2015-03-02 14:00:44.840000000","Patch Set 2: Code-Review+1"
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Vinit Deshpande","2015-03-02 20:00:06.904000000","Patch Set 1:

(1 comment)"
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Vinit Deshpande","2015-03-02 21:01:39.696000000","Patch Set 2: Code-Review+2 Verified+1

Build verified."
"133201","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-18 21:17:00.759000000","Patch Set 1: Verified+1

This just prints out some debugging stats when doing a dumpsys of the media server, it looks like this in regular mode:

 10 registered handlers:
  0: NuPlayerDriver Looper: 13 messages processed
  1: generic: 359 messages processed
  2: NuPlayerRenderer: 1048 messages processed
  3: NPDecoder: 1012 messages processed
  4: CodecLooper: 1348 messages processed
  5: NPDecoder-CL: 1352 messages processed
  6: NPDecoder: 786 messages processed
  7: NPDecoder-CL: 1062 messages processed
  8: NPDecoder-CL: 1070 messages processed
  9: OMX.google.aac.decoder: 538 messages processed

and like this in verbose mode:

 10 registered handlers:
  0: NuPlayerDriver Looper: 0 messages processed
  1: generic: 403 messages processed
    11: 403
  2: NuPlayerRenderer: 1277 messages processed
    draA: 166
    draV: 399
    queB: 712
  3: NPDecoder: 1197 messages processed
    cdcN: 797
    reqB: 1
    rndr: 399
  4: CodecLooper: 1594 messages processed
    inpF: 398
    omx : 797
    outD: 399
  5: NPDecoder-CL: 1594 messages processed
    codc: 797
    queI: 398
    relO: 399
  6: NPDecoder: 939 messages processed
    cdcN: 626
    rndr: 313
  7: NPDecoder-CL: 1252 messages processed
    inpF: 313
    omx : 626
    outD: 313
  8: NPDecoder-CL: 1252 messages processed
    codc: 626
    queI: 313
    relO: 313
  9: OMX.google.aac.decoder: 626 messages processed
    1: 313
    2: 313"
"133201","platform/frameworks/av","Marco Nelissen","Chong Zhang","2015-02-18 21:43:54.069000000","Patch Set 1: Code-Review+1"
"133201","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-18 22:10:20.150000000","Patch Set 1: Code-Review+2"
"133581","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-19 19:17:12.121000000","Patch Set 1:

This is needed so the new CTS test actually works: https://android-review.googlesource.com/#/c/133600/"
"133581","platform/frameworks/av","Marco Nelissen","Chong Zhang","2015-02-19 19:20:35.966000000","Patch Set 1: Code-Review+1

(1 comment)"
"133581","platform/frameworks/av","Marco Nelissen","Chong Zhang","2015-02-19 19:31:39.564000000","Patch Set 2: Code-Review+2"
"133581","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-19 19:32:17.743000000","Patch Set 2: Verified+1"
"134532","platform/frameworks/opt/net/wifi","Greg Hackmann","Vinit Deshpande","2015-02-23 20:25:50.217000000","Patch Set 1: Code-Review+2"
"134532","platform/frameworks/opt/net/wifi","Greg Hackmann","Greg Hackmann","2015-02-23 21:16:53.371000000","Patch Set 1: Verified+1"
"134532","platform/frameworks/opt/net/wifi","Greg Hackmann","Elliott Hughes","2015-02-23 21:18:30.415000000","Patch Set 1:

(1 comment)"
"134940","platform/system/vold","Shawn Willden","Chad Brubaker","2015-02-26 00:13:33.916000000","Patch Set 1: Code-Review+1"
"134940","platform/system/vold","Shawn Willden","Shawn Willden","2015-02-26 23:23:28.346000000","Patch Set 1: Verified+1"
"134940","platform/system/vold","Shawn Willden","Shawn Willden","2015-02-26 23:24:51.306000000","Patch Set 1: Code-Review+2"
"136041","platform/frameworks/base","Tiger Huang","Deckard Autoverifier","2015-03-01 19:51:57.273000000","Patch Set 1: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset does not merge in Google's internal Android source tree.

Assigning reviewer(s): romainguy@android.com, hackbod@android.com

Reviewers, only accept this change if you know that you will be able to merge
and build in the internal tree.  If you verify +1, Deckard will remove the
verify -1 shortly thereafter.)"
"136041","platform/frameworks/base","Tiger Huang","Wale Ogunwale","2015-03-06 18:08:59.298000000","Patch Set 1:

Hi Tiger,

Thanks for the detail information on the problem.

Instead of creating new APIs, would it be better to detect this state in getOrientationFromWindowsLocked()? Better yet, we can combine methods getOrientationFromWindowsLocked() & getOrientationFromAppTokensLocked() so we only need to loop through the windows/appTokens once."
"136041","platform/frameworks/base","Tiger Huang","Tiger Huang","2015-03-16 12:23:28.613000000","Patch Set 2:

Hi Olawale,
Thanks for the review. I've made the change."
"136041","platform/frameworks/base","Tiger Huang","Wale Ogunwale","2015-03-17 22:14:18.592000000","Patch Set 2:

(5 comments)

Thanks for making the change. It is much better!"
"136041","platform/frameworks/base","Tiger Huang","Tiger Huang","2015-03-19 16:02:24.409000000","Patch Set 2:

(5 comments)

Hi Olawale,

Thanks for the review. I am preparing the next patch set, and I will upload it when it is ready."
"136041","platform/frameworks/base","Tiger Huang","Deckard Autoverifier","2015-03-21 04:23:37.523000000","Patch Set 3: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset does not merge in Google's internal Android source tree.

Assigning reviewer(s): romainguy@android.com, hackbod@android.com

Reviewers, only accept this change if you know that you will be able to merge
and build in the internal tree.  If you verify +1, Deckard will remove the
verify -1 shortly thereafter.)"
"136041","platform/frameworks/base","Tiger Huang","Tiger Huang","2015-03-23 06:03:22.080000000","Patch Set 4: Published edit on patch set 3"
"136041","platform/frameworks/base","Tiger Huang","Wale Ogunwale","2015-03-23 19:39:22.650000000","Patch Set 4: Code-Review+2 Verified+1

Looks much better! Thanks for making all the changes!"
"136041","platform/frameworks/base","Tiger Huang","Ronnie Leng","2015-06-16 19:07:32.991000000","Patch Set 4:

This fix will lead to user can not rotate during setup process as device is not provisioned in that phase."
"137071","platform/frameworks/base","Seunghyun Lee","Seunghyun Lee","2015-03-02 07:06:49.095000000","Uploaded patch set 2: Commit message was updated."
